product,review_author,rating,review_text,helpful_rank
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Red66,5,Elsa has IMHA and I had been trying to locate her a turkey food with minimal ingredients. This fits the bill. She also likes it so that is a plus. She loves to lick the gravy and you can actually see carrots in it! A great food and its made in the USA which makes it even better.,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Elizabeth,4,good quality product and not overpriced. cats love it,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Bobbin,5,"Sonny, Mugs, Bea and Juliet love this food. They are healthy",0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Jane,5,"I bought this food for some foster kittens, and it was liked so much by them I fed it to my own adults.  They are big fans of it too.",2
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",themuses,5,"Originally switched to Merrick's two years ago because our cat was losing too much weight on other wet foods. Merrick's has a slightly higher fat content. Our cat gained back her weight and has stayed at about 9 lbs. Our 19 year old cat with kidney problems liked this food as well. She had problems actually eating the patés. She frequently pushed all the paté to one side without eating any, but this mince was the right size for her to actually get into her mouth. 
I did get a few cans with large holes in the middle as some other reviewers mentioned. After weighing the food, we found that they were short 1.5 oz! I contacted Merrick directly, and they made it right. I would recommend anyone else",4
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Lisa,4,"This may be great for other cats, but my older girl stopped eating it after the third time I offered it to her. My younger girl seems to enjoy it very much.",2
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Oli37,5,"I added some dry because they were eating it to fast. Not a lot of dry just a bit to slow them up, they get fed twice a day, so it's not hunger, they just like the gravy and the small bits. It is easy to eat, they don't have to chew a lot. Except for when they hit the dry kibble I added.",5
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Snicklefritz,2,"If your cats like pate, they may like this. My cats do not like pate and I do not understand how they can describe this as 'minced'. Other products that I have purchased that said minced were truly minced. Disappointed in Merrick for calling this anything but pate.",6
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Catmom,4,Even my picky eater licks the plate clean.  Both kitties love this flavor and  all the merrick purrfect bistro formulas I've tried.,2
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",naturemitch,3,"We used to buy this flavor consistently, but have recently seen some changes that have led us looking to another brand of cat food. We originally choose this brand and flavor due to low phosphorous content. Well, Jonny Cat has recently turned his nose up to Thanksgiving Day Dinner and we have experienced cans not being properly filled. Sorry Merrick, two strikes and your out. We still get the Duck pate flavor because it is our cat's favorite and it's a pate (haven't experienced missing food in the can). But no more Thanksgiving Day and Grammy Pot Pie flavors.",6
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Sunbear,5,"There is no food all of our cats will eat all of the time, but we have tried many different cat foods and this is the one all the cats love and will almost always eat. They love Merrick in general and T-Day Dinner best of all.",2
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Robie55,5,"Merrick Thanksgiving Dinner had so many good reviews that I decided to give it a try, especially since Turkey selections are slim. By far this has been the best surprise for me and my two cats - it's grain free - a plus for older or sensitive cats, and appears to be delicious as it is gone as soon as the plate is down. It's a nice change up every couple of days from their other excellent Chewy foods. I will be ordering this again!",3
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",MotherOfCats,5,All my cats dig this food.  Nice little treat for them at the end of the day!,1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",MaxwellandKelvin,5,"One of my almost-one-year-old kitties is incredibly picky, and the other one had surgery and still needs to put on a little weight, so food is a challenge around here. We tried Merrick when they were younger and the picky one didn't go for it, but I tried the shredded varieties once I figured out they like chunkier foods, and they love this one now! Thanksgiving Day Dinner and Turducken are in the normal rotation now.

The appearance is best described as ""chunky"" (sorta like stage 3 baby food). There is a small amount of gravy, and I like that the calories in this food are a little higher than many others.",7
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",MoniMoon,3,"I have three cats, a male Maine Coon, a female Turkish Van, and a female tuxedo cat. This food, while it is shredded, still strongly resembles pate to me. My cats prefer shredded canned food, so they held out on eating it the first time I put this down. Eventually they all ate some of it (my two girls picked at it, my boy ate half a can). They like the sliced a lot more. The ingredients are really good, but this wasn't a huge hit for my kitties.",3
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",pdme,3,None of my 6 cats will touch this food. I guess they are beyond picky. Probably not the food just my very spoiled hybrid felines. I will donate it to the local shelter.,1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Kalola,4,Merrick is made in the USA and that is why I switched to this product. I tested the product first by buying one can from the store to see if my cat would eat it. She loved it. I ordered a case and she is one happy cat.,3
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Karli,5,"I was a little nervous ordering a whole case of food they have never tried, but have tried other favors. It is a big hit, whew!! Chewy's remains my first stop shopping place!!",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Phraz,5,"This food has helped him back to a measure of better health. He eats it heartily and has maintained his weight, no longer losing weight. Keeping my fingers crossed that he will continue this, thanks to Merrick. So glad it was not discontinued as predicted.",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Magg,5,"I have only recently tried the Merrick brand of cat foods, specifically this Thanksgiving Day Dinner flavor. One cat will eat virtually anything, while the other is very finicky about all food and treats. It only took one day of transitioning from the old food for both of them to fall in love with this brand and flavor. That is record speed for both cats to adjust to a new food! Whenever they saw me reach for a can, they were not shy about demanding that I hurry it up.

And, Mom loves it because it is such a super food in terms of quality ingredients and nutritional resources. In a veritable wasteland of cat food products, it is so refreshing to find a brand that is made in the US, with only ",4
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Katey05,5,"This is an amazing product - it's grain-free, so a great option. We weren't so sure about a dietary need for sweet potatoes, carrots, peas, cranberries, but our cats absolutely love it. In fact, we've started mixing it with chicken to slow them down a bit and not inhale it. Thanks, Chewy!",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",4kitty,4,"I have two finicky cats, that will merely nibble on choice foods placed in their dishes. No so with the Thanksgiving Day Dinner, they cleaned their bowls. The product has a good balance of meat and sauce. It looks and smells great. I will definitely continue to feed this to my ""fur babies"".",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",zippykay,5,My cats and foster kittens like this product. Only one adult cat won't eat it. Great ingredients.,1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",rephello,2,"Their bizarreness notwithstanding, my kitties reject utterly Thanksgiving Dinner. Even if I call it Native American Day Dinner... they still won't eat it.",2
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Hannah,5,Great minced food! Has enough juice to not be sloppy and big enough pieces for them to chew. They love it!,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",VonnieH,5,Merrick is a good quality cat food and my picky cats like it. It's a win-win in my household.,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",MFFL,5,I have a very picky cat and she loves this food.  It is also a healthier food than what she typically likes to eat.,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Jellybean,5,"I have 2 fussy cats, and they both like this product.",0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Foofighter,4,"It's not gravy like, though it has liquid in it. This stuff looks like people food. My 2 year old sister kitties liked it right away.",0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Flurry,2,"My cat doesn't like it. I was dumb to buy so many without trying it out.
Plus, the food isn't full in the can. There is a hole in the center most of the time. This is just CHEAP.",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Maisie,5,"My kitty, Delilah has become a picky eater lately and I've tried to find a healthier option for her as far as canned food goes. She was turning up her nose to most options, or likes them for one or two cans.  Unfortunately, the dog ends up eating them. Nonetheless, she has enjoyed this brand and particular flavor so far. I think I'll see if she likes some of the other flavors, as well!",3
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Dee2220,5,Thanksgiving Day Dinner has always been a favorite of my cats.,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",ted12,3,"My two cats loves it and it is of a higher quality but the problem is that the content of the can is not full...there is a hole like close to quarter in the midle. I opened 6 cans so far and all of them has it. Some have bigger some smaller. Will contact merrick to let them know and see how to resolve this issue.
 Overall satisfaction 3 stars.
 Food quality only- solid 5!",6
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",frisco,5,This is one of Merrick's finest varieties. I just got this today and usually my cat is apprehensive about trying new foods but she ate this right up! It smells so good I was tempted to try it myself. Highly recommend this variety.,1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",McMahan,5,Our cats love Thanksgiving dinner from merrick..they go crazy,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",alie,5,My cat loves this food so much!! My cat also gets grama's chicken pot pie and loves the both of them. I switch of  every time he finishes one,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",magicmeka575,5,Cat loves his product. Very hard to find a food my cat likes since having to switch over from discontinued Merrick food.,0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Katzz,2,"My kitties didn't really take to this one. Jack, who will eat just about anything, nibbled at it, then tried to bury it. He like the sauce. The other two were even more than unimpressed...Don't think I will buy this again...",2
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Heidi,4,"I highly recommend this is a very healthy meal. My boy immediately loved it, my girl  still needs to get used to it. I was feeding them wellness for a couple years but the food I was feeding them is not available anymore and I had to wean them on to new food.  As everyone knows its very difficult to do when cats are very used to one type of food .",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",HobbesMilo,4,"I am attempting to migrate my cats to grain free food.  They did eat this with some hesitations.  It says on the label that it is minced, but it looks closer to a pate to me.  As long as the cats will eat it I will buy it.",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Stacey,2,"Maybe it's too healthy, but my cats didn't love this. Granted, they don't love pates as much as shredded, but they eat some pates---just not this one.",0
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Catwoman,1,"Well, I guess my cats are just cheap dates.  I'm trying to get them off all grain and this didn't make the cut.  It looks delicious and smells really good, but nobody liked it.  Even my dogs look at it weird before they eat it.  I'm glad to have dogs that will all the experiments.",1
"Merrick Purrfect Bistro Grain-Free Thanksgiving Day Dinner Minced in Gravy Canned Cat Food, 5.5-oz, case of 24",Angie,5,"My 16 year old cat loves this food.  I've been having trouble getting him to eat kidney diet canned food, so I decided to just go with the highest quality canned food I could find so that he would at least eat.  He gobbles up every bite!",1
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Mark,4,"The Pro Plan line is a good nutritional product line that is trusted for all life stages of the cat.  It is also one they never turn away from, but clean their plate every time. My former soul mate kitty was fond of the varieties and when he passed on, I adopted 2 new kitties to love, in the process of healing such a great void.

My new kittens love this food. Second only to the Nuvo kitten offerings, when it comes to their liking of its flavor - it stands up in nutritional grain-free high protein/hydration in its formulation - which I require.

Too many catfoods are low protein, high carb, high vegan formulas with spray-on tastes. 
Pro Plan is one that is the REAL DEAL. And Chewy.com gives",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Sammy,4,I recently received a can of Purina pro plan classic chicken grain free kitten food. I typically tend to just buy the store brand cat food but I really like the idea of grain free food. When I placed the food down in front of my kitten he devoured the food. I could tell he really enjoyed the food. I will definitely be looking in to purchase this food in the future.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Jamie,5,I received a can of purina pro plan grain free chicken kitten food  and feeding kitty was an experience.  Immediately when kitty smelled the food she let out a low meow and started purring.  Once I placed it on the floor she approached it right away and never even lifted her head while she was eating.  She ate at a very fast pace and managed to eat every bit of it.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Roxy,4,I receive a free sample of the Putin’s Pro plan kitten chicken entrée I can honestly said my kitten like it. I was expecting shredded meat so I was a little disappointed. Then after the fact I saw the picture and it clear shows is not shredded (my fault). I give 4 start because I am tired of pate kind of foods,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",PetMomma4Life,4,Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food was a big hit with my kitty! I received a free sample of this but will be buying some when I go shopping this weekend. I am trying to buy grain free products for my pets. Perfect sized cans and the kitten really liked it.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Bridi,5,"My cat loved the Purina Pro Plan Grain-Free Kitten Food.  From the moment I opened the can, she was meowing and excited.   She obviously loved the taste and flavor.. I will definitely be buying this for her from now on.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",SassyDi,5,We received a sample of Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food. Our sweet little kitties were so excited & meowing to get to the can. They ate every bite & licked the plate clean as n.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Grammer3,5,"I received a free sample or PURINA PRO PLAN SAVOR CLASSIC CHICKEN GRAIN-FREE KITTEN ENTREE CANNED CAT FOOD and my kitty loved it,  definitely will recommend this product and Chewy.com. Awesomeness.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Ashnscoot,5,Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food makes my cat excited for meal time.  My cats go crazy when i give them this for mealtime and seem so happy afterwards.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",bestpalsforever,5,"My seven-year-old kitten seems to be enjoying and nutritionally benefiting from this variety, after a strange few months of trying to find the right food for him. Very pleased!",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Kitty,5,"My kittens love this product.  Just wish they were the
5.5 oz cans.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Patsy,5,"My 16 year-old cat loves this food and she eats about 1 1/2 cans per day.  It's the only food that doesn't cause her to throw-up.  She's allergic to so many ingredients, this is working so far.",1
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Heather,5,"My kittens gobble this up in no time!
I love that I can get a 24 pack so I do not have to buy cat food constantly.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Sarahk,5,This was a perfect choice for my Himalayan cat and her kittens. They really loved it.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Minniemouse82,5,It was good for them to eat because is all real ingredients and not the fake stuff,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",DogTreats,5,"My kitten seemed to like the food it's soft for her to manage it, she devoured it.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",mary,5,our two spoiled kitten really loves it and will get more in different flavors,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",William,5,Our kitten loves chicken and loves this pate'. Grain free is important to us and this food meets the bill.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",svrlrr2008,1,I ordered this and my 2 kittens will not eat it they don't like the flavor. I guess going to have to give it away.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",djohnah,5,"I've been trying all different kindsof cat food, and they loved this one, they are picky, so will be reordering.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",angie392,5,"My ill boy, Schim, will take his pill chopped up and buried in this food. The food has a stronger odor that seems to hide the pill's flavor, at least most of the time.",0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Ruxcri,1,As much as I tried they shake their legs and wall away,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",meeooow,5,Very well received by my kittens.  Likely the favor of any flavors,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",MissMelissa,5,My kitten loved this food. Didn't give her an upset tummy and even though the can is small she was able to use it 2x. Definitely recommend trying this for your kitten.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Skulz,5,My cat devoured this and was still looking for more after. Will definitely buy again sometime soon. He usually takes his time eating and ate this so fast.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Vany,5,My cat loved the flavor and will be possibly purchasing in the future. It was a sample but I’m sure that my cat will enjoy it as much when I purchase it,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Lisa07,5,I received a sample of Purina pro plan kitten and my cat loved it. I do not normally purchase this brand because I have another cat who is very picky,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",adamostrander24,5,My little savage is might fussy about his food. He smelled this and attacked it. He even licked the plate clean. This will be his new food.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Gatorgrl1,5,Wonderful food my kittens loved it. I would definitely recommend this food to anyone with kittens. Thank you for the sample,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Davis74,5,My little fur babies love it. A definite must have. This was sent to me for free to try. I will definitely be buying this.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Lkblackburn,5,My pet loved this food.  It seems to rank high as far as value and nutrition.  It’s something i feel good feeding my pet.,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",MeeMee92,5,My cat's Loved this food!!! I had a sample but had to run an buy more Asap. Happy cat's clean floor! Lol,0
"Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",christyrhymer,5,My cat greys and the kittens love this. Smells good and doesn’t upset their stomach. I recommend this,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Shsron,5,My cats love Fancy Feast medleys and I love Chewy!. Where else can I get all this food brought to my house!,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",OKat29,2,"Too much red dye-  Two things;  Several times I let sit an open can of Whitefish and Tuna and it turned red which equates to me too much red dye.  I don't want my cats eating red dye.  Secondly, my cats (5) seem not to like it as much leaving too much leftovers in their pans.",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Sybil,5,My cat Sybil loves this.  And she is very fussy.  Some times all she will eat is this or a treat.,1
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",FRAN,5,I like to give the 'kids' some variety especially when the price is right as I have many to feed. I like the looks of this product as it shows me what is in it...they all love it and it appears to fill them up sooner than the pate does..,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Sabrina,5,"I tried this flavor of fancy feast , whitefish and shrimp recipe, and all 7 of my cats voted paws up!  It is rare to find a flavor of wet food that they all enjoy. So glad chewy sells by the case...Thanks!",1
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Jackie,5,My boys ate fancy feast seafood pate for years and all of a sudden they would just walk away. I was trying different brands and was really surprised that they are now eating fancy feast again. It’s just a little more expensive but worth it if they like it.,1
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",CJsMom,5,I have 3 cats who are picky eaters.  So far they are loving this food,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Kaasan12047,5,"I have 3 finicky cats, each one likes something different! However,  all 3 love this flavor.",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",BigBadBev,5,"My kitties love this tasty, savory meal.  They gobble up their servings, then weave in and out my ankles meowing for more.",1
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",readcat,5,"My crazy eight kitties were getting bored with the same food choices, so I decided to add one more flavor to the menu.  Whitefish and Shrimp Recipe really is a popular flavor!",1
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Tina,5,"After trying more than 30 brands/flavors of food, and throwing most away untouched, this is the one and only wet food my cat will eat. He is a healthy, active 5 year old. Highly recommended.",1
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",crackers,5,my cat really likes it. I think it might be his favorite.,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",DJ23,5,"So many of the stores I frequent do not have this product, so I know I can rely on Chewy to get it when I want it. The delivery of the item is awesome, which makes my cat very very happy !",3
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",3catmom,3,"I don't care for ""formed"" products for cats, but one of our cats is so picky that we have trouble finding any kind of wet food that he will eat. He literally dotes on this!",4
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Jodi,5,I have tried all the high end canned cat foods and unfortunately my grand daddy cat refused all of them. Ordered this out of desperation and he loves! I add his vitamins to it and he eats it right up! I highly recommend giving this a try.,3
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",JensCats,5,The cans of food I just ordered went over well with our two cats. They ate it right up.,3
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",LaM1,5,Quality food. My cats that like whitefish enjoy this flavor.,3
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",joy46,5,Whitefish and shrimp are a great combination together. The cat really loves it.,3
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Buckie,5,My cats really love this food. I have a 8 month old cat and a 9 year old cat.,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",TEENA,5,"I'VE TRIED ALMOST EVERYTHING OUT THERE IN WET FOOD. THEY HATE PATES. THEY R GRAVY LOVERS. THEY LOVE FFEM WHITE FISH AND SHRIMP, CHICKEN FLORENTINE AND CHICKEN PRIMAVERA.",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Tapestry,5,"My furry baby loves fish, but with variety. It's hard to find fish food that isn't loaded with tuna. He does like tuna a lot, but insists on variety. He also insists on gravy/sauce which, by definition, means no pate type food. This fish product meets his exacting standards and isn't loaded down with tuna - which means variety for this very picky eater.",3
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",frustratedparent,5,"Unfortunately the one cat did not think so but the
other says it is great!",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Bonjon,5,Fancy Feast has a great selection of food. It's the only brand both of the cats will eat,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Rawxb,5,"As with all of his wet foods he is very finicky, he likes them warmed up with a few drops of warm water over a few hours.",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Julie,5,My cat Puff absolutely loves this one. It's hard to find so thanks for carrying it.,0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Joanie,5,"I have three female felines who are very, very fussy eaters. They liked this new flavor of Fancy Feast Medleys.",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Mommyof6kitties,5,"Love the concept of having everything I need for 6 cats to be delivered...I was pleased with the delivery time as well as with the products, thank you!",0
"Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24",Joyce,5,Have five cats and all love it! The food is moist and meaty . Cats start to come as soon as the sound of can opening is made.,0
